player_name,platform,game_id,kills,score,ptype,trnchange,trnrating,matches
INFI SHIKAKA,pc,669069050,40,3210,p9,0.038985590671870345,4948.1,5
INFI SHIKAKA,pc,667924426,20,1087,p9,-2,4951.4,6
INFI SHIKAKA,pc,667924425,10,765,p10,1.909999999999991,4963.7,7
INFI SHIKAKA,pc,666670358,7,1048,p9,-2,4953,8
INFI SHIKAKA,pc,666610473,38,2399,p2,-2,4953.3,9
INFI SHIKAKA,pc,666610471,11,791,p9,0.9564800000000105,4953.1,10
Twitch Mastirias,pc,652569759,7,805,p9,2.605000000000018,4950.5,1
Twitch Mastirias,pc,652515624,0,716,p9,-1.394249999999995,4947.9,2
Twitch Mastirias,pc,652473714,5,290,p9,0.3832500000000027,4949.3,3
Twitch Mastirias,pc,652448397,0,165,p9,-3,4948.9,4
Twitch Mastirias,pc,652439973,1,127,p9,-3,4951.9,5
Twitch Mastirias,pc,652377943,5,1225,p9,1.8800000000000001,4954.9,6
Twitch Mastirias,pc,652327860,1,851,p9,1.9600000000000002,4953,7
Twitch Mastirias,pc,652267644,7,1005,p9,2.5800000000000183,4951,8
Twitch Mastirias,pc,652190837,10,405,p2,1.4419999999999937,4960.2,9
Twitch Mastirias,pc,652125671,10,667,p2,-2,4958.8,10
C9 Starke2k,pc,652675640,3,222,p2,0.5302499999999987,4929.8,1
C9 Starke2k,pc,652206767,3,330,p2,1.4420000000000073,4929.3,2
C9 Starke2k,pc,652101170,2,240,p2,0.7280000000000019,4927.9,3
C9 Starke2k,pc,652071935,8,622,p2,0.5500800000000003,4927.2,4
C9 Starke2k,pc,651908137,8,549,p2,-1.6811936532421805,4923.6,5
C9 Starke2k,pc,651755691,11,1630,p2,-1.6131994473804205,4926.7,6
C9 Starke2k,pc,651361253,0,272,p2,-1.884691874999992,4929.6,7
C9 Starke2k,pc,651324701,0,116,p2,-1.78474999999999,4933.3,8
C9 Starke2k,pc,651259808,16,1693,p2,-0.14560735228290947,4935.1,9
C9 Starke2k,pc,650805046,15,723,p2,0.4854306561952103,4935.8,10
uNp Drafts,pc,671994728,14,665,p10,1.734999999999991,4967,1
uNp Drafts,pc,671971370,4,539,p10,-3,4965.3,2
uNp Drafts,pc,671769585,2,209,p2,-6.035535000000005,4774.5,3
uNp Drafts,pc,668596979,1,244,p10,-3,4968,4
uNp Drafts,pc,668374907,22,1488,p10,-2,4974,5
uNp Drafts,pc,668084907,7,1544,p9,3.4752000000000045,4916.6,6
uNp Drafts,pc,667890435,8,535,p9,1.8460000000000036,4909.5,7
uNp Drafts,pc,667813979,7,985,p9,4.859999999999991,4907.7,8
uNp Drafts,pc,667219149,5,162,p2,4.36,4786.4,9
uNp Drafts,pc,666258556,18,745,p10,1.369999999999982,4974,10
epiqueness,pc,673738220,8,605,p2,0.8959999999999855,4978.5,1
epiqueness,pc,673731866,5,476,p9,1.6406024999999953,4782.9,2
epiqueness,pc,673597125,2,622,p9,5.65250000000001,4779.6,3
epiqueness,pc,673503445,3,1182,p9,9.42,4773.9,4
epiqueness,pc,673447912,3,325,p9,4.806000000000004,4764.5,5
epiqueness,pc,673401285,1,307,p9,2.4269999999999983,4759.7,6
epiqueness,pc,673302091,16,2206,p9,1.8343067399999926,4757.3,7
epiqueness,pc,673019589,5,211,p9,2.0098125000000024,4734,8
epiqueness,pc,672889097,12,605,p2,1.1800000000000181,4977.6,9
epiqueness,pc,672848621,5,320,p2,0.8575,4976.4,10
liQuidb,pc,673792145,6,939,p10,8.64576000000001,4576.4,1
liQuidb,pc,673632246,12,1240,p10,16.33296,4549.7,2
liQuidb,pc,673532526,8,745,p10,25.584999999999994,4513.9,3
liQuidb,pc,670107738,5,950,p9,-3,4959.2,4
liQuidb,pc,670107734,23,1307,p10,3.866756822643747,4488.3,5
liQuidb,pc,669226602,14,1307,p9,1.2934249999999974,4964.3,6
liQuidb,pc,669057831,5,438,p9,0.7939999999999964,4961.1,7
liQuidb,pc,669048021,15,1870,p9,2.090000000000009,4960.3,8
liQuidb,pc,668873513,6,845,p9,2.3150000000000093,4956,9
liQuidb,pc,668778250,18,2175,p9,-2,4953.7,10
Twitch_Aphostle,pc,672502677,21,1551,p2,-0.11683149461471021,4948,1
Twitch_Aphostle,pc,671843312,0,57,p2,-3,4948.5,2
Twitch_Aphostle,pc,671759988,9,366,p2,1.7605000000000066,4951.5,3
Twitch_Aphostle,pc,671624290,14,632,p2,-2,4949.7,4
Twitch_Aphostle,pc,671579006,8,254,p2,-2,4949.7,5
Twitch_Aphostle,pc,671568134,9,274,p2,1.0060000000000036,4950.7,6
Twitch_Aphostle,pc,671462992,8,405,p2,1.8235000000000128,4949.7,7
Twitch_Aphostle,pc,671454055,2,103,p2,-1.1475,4947.9,8
Twitch_Aphostle,pc,671381079,13,622,p2,-2,4949,9
Twitch_Aphostle,pc,671332728,14,524,p2,0.3857587500000022,4949,10
KINGUIN Taiovsky,pc,668532393,8,261,p2,1.1839999999999964,4942,1
KINGUIN Taiovsky,pc,668456902,10,605,p2,3.115000000000009,4940.8,2
KINGUIN Taiovsky,pc,668409488,6,194,p2,1.2720000000000073,4937.7,3
KINGUIN Taiovsky,pc,668319425,10,605,p2,3.35,4936.4,4
KINGUIN Taiovsky,pc,668225397,6,405,p2,2.4289999999999874,4933,5
KINGUIN Taiovsky,pc,668145128,9,605,p2,3.6500000000000004,4930.6,6
KINGUIN Taiovsky,pc,668097887,5,364,p2,2.646000000000013,4927,7
KINGUIN Taiovsky,pc,668084498,1,75,p2,-2.0240000000000102,4924.4,8
KINGUIN Taiovsky,pc,667989915,0,33,p2,-1.96900000000001,4926.4,9
KINGUIN Taiovsky,pc,667980643,14,605,p2,3.769999999999982,4928.4,10
Darkness429,pc,671795831,10,605,p2,2.0550000000000184,4961,1
Darkness429,pc,671761531,4,226,p2,0.8379999999999928,4958.9,2
Darkness429,pc,671671786,10,605,p2,2.2050000000000183,4958.1,3
Darkness429,pc,671595498,9,605,p2,2.319999999999982,4955.9,4
Darkness429,pc,671508314,8,539,p2,-2,4953.6,5
Darkness429,pc,671397526,12,605,p2,2.2900000000000094,4956.5,6
Darkness429,pc,671320871,13,1110,p2,1.6598399999999993,4954.2,7
Darkness429,pc,671206713,8,605,p2,2.06,4950.6,8
Darkness429,pc,671150992,9,605,p2,2.709999999999991,4948.5,9
Darkness429,pc,671090582,10,605,p2,2.85,4945.8,10
CT Mr.Spawnz,pc,673793497,2,845,p9,2.0320000000000076,4951.2,1
CT Mr.Spawnz,pc,673724901,16,2245,p9,-2,4949.2,2
CT Mr.Spawnz,pc,673402397,0,143,p9,-1.4465000000000099,4946,3
CT Mr.Spawnz,pc,673402396,6,266,p10,20.918000000000003,3975,4
CT Mr.Spawnz,pc,670449963,6,542,p2,9.683212499999998,3718.6,5
CT Mr.Spawnz,pc,670449961,2,104,p9,-1.1564999999999919,4947.4,6
CT Mr.Spawnz,pc,670020968,10,1167,p9,-2,4948.6,7
CT Mr.Spawnz,pc,669691789,5,522,p9,1.0079999999999927,4950.6,8
CT Mr.Spawnz,pc,669673335,3,286,p9,0.38100000000000134,4949.6,9
CT Mr.Spawnz,pc,669599964,19,1912,p9,0.38362580445000277,4949.2,10
SAMSUNG FreaxS,pc,673770980,12,705,p10,5.4750000000000005,4896,1
SAMSUNG FreaxS,pc,673624866,8,605,p2,1.7240000000000149,4958.6,2
SAMSUNG FreaxS,pc,672550151,21,1422,p10,0.8276688000000012,4890.5,3
SAMSUNG FreaxS,pc,671899225,6,452,p10,0.8865506250000021,4882.7,4
SAMSUNG FreaxS,pc,671899227,22,1210,p2,2.2704999999999926,4956.9,5
SAMSUNG FreaxS,pc,671616908,19,734,p2,-2,4952.2,6
SAMSUNG FreaxS,pc,671616907,19,1010,p9,11.6983923,3451.9,7
SAMSUNG FreaxS,pc,671355532,8,289,p2,0.9839999999999964,4951.8,8
SAMSUNG FreaxS,pc,671355530,19,1e3,p10,4.319822499999996,4880.9,9
SAMSUNG FreaxS,pc,671136862,23,1053,p2,-2,4950.8,10
CLG Chrispy,pc,652143424,1,239,p2,18.051,3213,1
CLG Chrispy,pc,652125121,0,17,p2,-48.312000000000005,3194.9,2
CLG Chrispy,pc,652066846,12,1389,p2,-38.657774431698854,3243.2,3
CLG Chrispy,pc,651731902,5,605,p2,71.656,3280.3,4
CLG Chrispy,pc,651652361,3,605,p2,74.64000000000001,3208.6,5
CLG Chrispy,pc,648477014,5,570,p2,-41.060117109375,3134,6
CLG Chrispy,pc,648477010,18,2816,p9,0.8907674999999973,4975.4,7
CLG Chrispy,pc,648097547,33,4253,p9,-2,4971.8,8
CLG Chrispy,pc,647694751,31,2893,p9,-2,4970.3,9
CLG Chrispy,pc,647461132,28,1345,p9,1.1703999999999861,4967.7,10
Real VV,pc,673266152,11,265,p10,0.6339999999999963,4968.9,1
Real VV,pc,673162261,9,605,p10,1.669999999999982,4968.3,2
Real VV,pc,673083729,12,605,p10,1.759999999999991,4966.6,3
Real VV,pc,672990916,14,645,p10,1.8550000000000182,4964.8,4
Real VV,pc,672892081,7,685,p10,1.5440000000000147,4962.9,5
Real VV,pc,662150105,24,2395,p9,1.111880000000001,4969.3,6
Real VV,pc,661972113,11,1148,p9,-2,4964.8,7
Real VV,pc,661532580,10,605,p2,66.57000000000001,3735.2,8
Real VV,pc,659016161,1,112,p10,-3,4961.4,9
Real VV,pc,659004749,1,88,p10,-3,4964.4,10
WallHackJack,pc,657078708,14,1305,p9,63.3612,3253,1
WallHackJack,pc,656782799,25,2203,p9,14.39994233088,3094.4,2
WallHackJack,pc,656782798,4,105,p10,-2,4950.1,3
WallHackJack,pc,655636853,0,255,p2,-1.54275000000001,4942.4,4
WallHackJack,pc,655379890,4,204,p2,1.1439999999999964,4943.9,5
WallHackJack,pc,655357996,2,121,p2,-1.2577499999999917,4942.8,6
WallHackJack,pc,655317351,52,2491,p2,0.4225269117559378,4944.1,7
WallHackJack,pc,652756153,26,1049,p2,0.5142003554366943,4932,8
WallHackJack,pc,652169895,32,3098,p2,-0.16514084173756532,4926.4,9
WallHackJack,pc,645688870,12,1128,p10,-2,4952.1,10
v2.50 Myn,pc,673030233,6,405,p10,1.774499999999994,4951.1,1
v2.50 Myn,pc,672869185,11,345,p10,1.0339999999999965,4949.3,2
v2.50 Myn,pc,672786457,9,465,p9,4.371499999999988,4879.5,3
v2.50 Myn,pc,672774621,5,149,p9,0.9438675000000012,4875.1,4
v2.50 Myn,pc,672676218,11,492,p9,4.598999999999988,4873.2,5
v2.50 Myn,pc,672618409,21,2016,p9,0.9927097430400021,4868.6,6
v2.50 Myn,pc,672618412,3,405,p2,1.2200000000000046,4952.4,7
v2.50 Myn,pc,672301035,4,297,p9,1.1017499999999971,4854.2,8
v2.50 Myn,pc,672208226,11,876,p10,-2,4948.3,9
v2.50 Myn,pc,672186239,4,179,p10,-2,4948.2,10
MVP Paradox,pc,673040070,11,945,p9,80.105,3478,1
MVP Paradox,pc,672841506,0,88,p9,-42.87799999999999,3397.9,2
MVP Paradox,pc,672321289,0,19,p2,-1.43,4946.6,3
MVP Paradox,pc,672219388,3,225,p2,-1.39150000000001,4948,4
MVP Paradox,pc,672175057,2,123,p2,-3,4955.4,5
MVP Paradox,pc,672132553,5,167,p2,-2,4958.4,6
MVP Paradox,pc,672053909,10,405,p2,1.435,4960.4,7
MVP Paradox,pc,671963362,2,405,p2,1.05,4959,8
MVP Paradox,pc,671866574,6,605,p2,1.7520000000000073,4958,9
MVP Paradox,pc,671784035,22,1028,p2,-2,4956.2,10
Sp. JustDeeperTV,pc,672852991,14,605,p2,1.209999999999991,4977,1
Sp. JustDeeperTV,pc,672587085,13,871,p2,-2,4975.8,2
Sp. JustDeeperTV,pc,672587084,4,1511,p10,-3,4954.9,3
Sp. JustDeeperTV,pc,671870188,6,605,p2,0.9840000000000145,4976.4,4
Sp. JustDeeperTV,pc,668466466,28,1962,p2,-2,4975.4,5
Sp. JustDeeperTV,pc,668140742,12,605,p2,1.225,4976.7,6
Sp. JustDeeperTV,pc,659092740,10,1026,p2,-2,4975.5,7
Sp. JustDeeperTV,pc,655355469,6,605,p2,1,4976,8
Sp. JustDeeperTV,pc,655072293,10,605,p2,1.3150000000000093,4975,9
Sp. JustDeeperTV,pc,654978703,22,2055,p2,-2,4973.7,10
NinjasKiz,pc,673796112,9,685,p9,2.5550000000000184,4951.5,1
NinjasKiz,pc,673404659,32,2971,p9,0.38650809599999775,4948.9,2
NinjasKiz,pc,673040672,5,495,p9,0.38684250000000475,4948.8,3
NinjasKiz,pc,672925594,15,605,p10,46.470000000000006,4117.1,4
NinjasKiz,pc,672853359,1,156,p9,-1.394249999999995,4947.9,5
NinjasKiz,pc,672781342,10,1655,p9,-3,4949.3,6
NinjasKiz,pc,666517531,25,3489,p9,-2,4952.5,7
NinjasKiz,pc,665784909,8,1007,p9,-2,4949,8
NinjasKiz,pc,665255016,22,2017,p9,-2,4950,9
NinjasKiz,pc,664989007,20,2052,p9,0.37939662299999327,4949.8,10
Twitch_TheSpud88,pc,655644425,0,149,p10,-3,4983.8,1
Twitch_TheSpud88,pc,655538209,2,705,p10,0.4240000000000146,4989.8,2
Twitch_TheSpud88,pc,655467013,2,745,p10,0.44000000000000006,4989.4,3
Twitch_TheSpud88,pc,655395077,4,485,p10,0.3989999999999873,4989,4
Twitch_TheSpud88,pc,655322788,9,495,p10,0.41300000000000636,4988.6,5
Twitch_TheSpud88,pc,655230907,5,705,p10,0.49200000000000726,4988.2,6
Twitch_TheSpud88,pc,655194435,0,94,p10,-3,4987.7,7
Twitch_TheSpud88,pc,655121616,5,685,p10,0.38799999999999274,4990.7,8
Twitch_TheSpud88,pc,654916988,2,117,p10,-3,4990.3,9
Twitch_TheSpud88,pc,654846392,4,605,p10,0.28,4993.3,10
Daani89,pc,673736270,8,480,p9,0.665,4981.7,1
Daani89,pc,673701308,1,151,p9,-3,4981,2
Daani89,pc,673653822,14,685,p9,0.8400000000000092,4984,3
Daani89,pc,673604642,20,1608,p9,0.3428644999999961,4983.2,4
Daani89,pc,673405291,15,2573,p9,-2,4981.3,5
Daani89,pc,673041390,3,227,p9,-2,4985.9,6
Daani89,pc,672215491,0,465,p10,0,4943.1,7
Daani89,pc,672139076,4,455,p10,2.065,4943.1,8
Daani89,pc,671994747,3,405,p10,1.5125000000000002,4941,9
Daani89,pc,671970125,4,468,p10,-1.332045000000005,4939.5,10
Pixeal,pc,672464148,1,885,p9,1.2640000000000147,4969.7,1
Pixeal,pc,672262801,4,995,p9,-3,4968.4,2
Pixeal,pc,672140894,2,193,p9,-3,4970.2,3
Pixeal,pc,672025345,0,344,p9,0,4973.2,4
Pixeal,pc,671926763,7,845,p9,1.409999999999991,4973.2,5
Pixeal,pc,671384425,0,244,p9,-3,4971.8,6
Pixeal,pc,671320002,10,785,p9,1.3250000000000002,4974.8,7
Pixeal,pc,671265743,6,1145,p9,1.3949999999999818,4973.5,8
Pixeal,pc,671213464,3,1225,p9,1.1640000000000146,4972.1,9
Pixeal,pc,671157311,5,585,p9,1.0569999999999937,4970.9,10
pwned by Tsuzin,pc,672854316,12,1972,p9,-1.3602063077459912,4938.2,1
pwned by Tsuzin,pc,665166897,7,1101,p9,-1.6713876385087156,4937.6,2
pwned by Tsuzin,pc,664978148,0,17,p9,-1.44099999999999,4946.2,3
pwned by Tsuzin,pc,664107340,8,725,p10,11.259999999999991,4786.1,4
pwned by Tsuzin,pc,664009751,3,596,p10,5.775,4774.8,5
pwned by Tsuzin,pc,660853761,23,1164,p2,1.7604148901933558,4767,6
pwned by Tsuzin,pc,660853759,22,997,p9,0.3955939699565761,4947.6,7
pwned by Tsuzin,pc,660853758,1,542,p10,-6.18137224004276,4769,8
pwned by Tsuzin,pc,658904344,24,1516,p2,1.9081917720000001,4747.5,9
pwned by Tsuzin,pc,656762906,21,3628,p9,0.4198711596171301,4944.4,10
Lizarreti,pc,672689909,1,405,p10,0.9125000000000001,4964.4,1
Lizarreti,pc,672647418,4,284,p9,-2,4981.1,2
Lizarreti,pc,672550903,1,400,p9,0.43250000000000455,4983.1,3
Lizarreti,pc,672524020,2,169,p9,-3,4982.7,4
Lizarreti,pc,672447857,6,805,p9,0.7550000000000182,4985.7,5
Lizarreti,pc,672346439,5,865,p9,0.6279999999999928,4984.9,6
Lizarreti,pc,672268337,3,460,p9,0.5705000000000064,4984.3,7
Lizarreti,pc,672177076,3,685,p9,0.68,4983.7,8
Lizarreti,pc,672111851,6,765,p9,0.8949999999999818,4983,9
Lizarreti,pc,672010562,1,725,p9,0.7440000000000146,4982.1,10
BRC BARBØYSA,pc,673798002,4,137,p9,0.8977499999999986,4881.2,1
BRC BARBØYSA,pc,673406156,6,295,p2,0.88,4956.9,2
BRC BARBØYSA,pc,673240615,7,765,p10,6.747999999999993,4838,3
BRC BARBØYSA,pc,673202699,0,17,p10,-4.515499999999995,4831.3,4
BRC BARBØYSA,pc,673067643,11,605,p2,2.3150000000000093,4956,5
BRC BARBØYSA,pc,673009694,7,405,p2,1.6800000000000002,4953.7,6
BRC BARBØYSA,pc,670194305,24,1425,p9,0.9042674526900054,4880.3,7
BRC BARBØYSA,pc,669458541,12,403,p2,1.7394999999999936,4952,8
BRC BARBØYSA,pc,669458535,23,1242,p10,1.2411190856676513,4835.8,9
BRC BARBØYSA,pc,665819227,12,1801,p2,-2,4950.3,10
TwitchTQ Defiant,pc,672102474,10,745,p10,0.2800000000000182,4994.7,1
TwitchTQ Defiant,pc,672018259,2,529,p10,0.23200000000000726,4994.4,2
TwitchTQ Defiant,pc,671948646,4,303,p10,0.11799999999999272,4994.2,3
TwitchTQ Defiant,pc,671874266,14,685,p10,0.30999999999999095,4994.1,4
TwitchTQ Defiant,pc,671763130,4,278,p10,0.12600000000000364,4993.8,5
TwitchTQ Defiant,pc,671738592,1,270,p10,0.06399999999999637,4993.7,6
TwitchTQ Defiant,pc,671682893,8,293,p10,0.13,4993.6,7
TwitchTQ Defiant,pc,671617436,6,354,p10,0.13200000000000728,4993.5,8
TwitchTQ Defiant,pc,669800290,9,725,p10,0.35000000000000003,4993.4,9
TwitchTQ Defiant,pc,669751274,7,745,p10,0.29200000000000725,4993,10
Xarlie,pc,672696994,1,405,p10,1.072499999999991,4958.2,1
Xarlie,pc,672645303,2,324,p9,-3,4976.4,2
Xarlie,pc,672553197,2,380,p9,0.5275000000000091,4979.4,3
Xarlie,pc,672537968,2,169,p9,-3,4978.9,4
Xarlie,pc,672446509,7,785,p9,0.9550000000000183,4981.9,5
Xarlie,pc,672360759,5,865,p9,0.7959999999999855,4980.9,6
Xarlie,pc,672275171,4,440,p9,0.7210000000000127,4980.1,7
Xarlie,pc,672199218,4,665,p9,0.86,4979.4,8
Xarlie,pc,672093555,9,1450,p9,0.8947200000000157,4978.5,9
Xarlie,pc,671923106,6,665,p9,1.225,4976.7,10
OnF Livestarrr,pc,672110419,7,402,p2,1.5503600000000006,4924,1
OnF Livestarrr,pc,671978046,2,252,p2,0.7989999999999964,4920.9,2
OnF Livestarrr,pc,671884563,7,505,p2,2.898000000000007,4920.1,3
OnF Livestarrr,pc,671251078,19,661,p2,0.6256583531250044,4917.2,4
OnF Livestarrr,pc,671156457,0,36,p2,-2.332000000000005,4912.9,5
OnF Livestarrr,pc,671103508,7,504,p2,0.6405750000000057,4915.2,6
OnF Livestarrr,pc,671038289,8,605,p2,3.6479999999999926,4912.4,7
OnF Livestarrr,pc,670995624,13,405,p2,3.3075,4908.8,8
OnF Livestarrr,pc,670949971,9,605,p2,4.9750000000000005,4905.5,9
OnF Livestarrr,pc,670917149,8,605,p2,4.144000000000014,4900.5,10
Property Crippa,pc,673732096,11,605,p2,1.475,4972,1
Property Crippa,pc,673155947,16,765,p10,0.709999999999991,4986.5,2
Property Crippa,pc,673044155,3,549,p10,0.3650000000000091,4985.8,3
Property Crippa,pc,672892268,12,725,p10,0.7699999999999818,4985.4,4
Property Crippa,pc,672734303,5,705,p10,0.64,4984.6,5
Property Crippa,pc,672611213,10,685,p10,0.8400000000000092,4984,6
Property Crippa,pc,672485252,6,475,p10,0.6089999999999873,4983.2,7
Property Crippa,pc,672187457,4,187,p2,0.6020000000000073,4970.5,8
Property Crippa,pc,671187141,11,745,p10,0.9150000000000091,4982.6,9
Property Crippa,pc,671139248,14,575,p10,0.665,4981.7,10
SoaR Jappe,pc,673799624,0,52,p2,-1.65275000000001,4938.2,1
SoaR Jappe,pc,670714790,64,3643,p2,0.04514631752212199,4939.9,2
SoaR Jappe,pc,670272938,27,1647,p2,0.46823961600000075,4938,3
SoaR Jappe,pc,669928826,3,189,p2,1.4320000000000073,4929.8,4
SoaR Jappe,pc,669928823,24,1668,p9,0.3783009029999971,4949.9,5
SoaR Jappe,pc,669928819,13,1124,p10,-2,4989.1,6
SoaR Jappe,pc,666026057,10,805,p2,0.5409621094921977,4928.4,7
SoaR Jappe,pc,666026056,6,742,p10,0.19304999999998473,4990.5,8
SoaR Jappe,pc,665323374,8,987,p10,0.35951999999999773,4990.1,9
SoaR Jappe,pc,664753606,6,324,p2,0.5674199999999996,4924.9,10
ReddCinema,pc,673799952,5,405,p10,17.731000000000012,4511.1,1
ReddCinema,pc,673659515,1,330,p10,5.116999999999998,4493.4,2
ReddCinema,pc,673441729,8,556,p2,1.1692084218750005,4845.3,3
ReddCinema,pc,672614393,1,115,p2,-4.312000000000005,4838.9,4
ReddCinema,pc,670697323,17,1196,p10,10.442757149999998,4488.3,5
ReddCinema,pc,670456816,0,77,p10,-15.006894375,4439.3,6
ReddCinema,pc,670353867,2,366,p2,-4.196270386379085,4843.2,7
ReddCinema,pc,669703630,5,1152,p9,-12.54484799999999,4429.9,8
ReddCinema,pc,669361602,16,470,p9,4.292399999999998,4432,9
ReddCinema,pc,669249659,7,1343,p9,-12.85121181093749,4416,10
unq TyborN,pc,673408624,5,221,p10,0.4503468750000024,4940.4,1
unq TyborN,pc,673408625,1,311,p9,-3,4971.4,2
unq TyborN,pc,673045261,0,22,p10,-1.61974999999999,4939.5,3
unq TyborN,pc,672234730,7,285,p9,-2,4977.4,4
unq TyborN,pc,672184096,34,3379,p9,-2,4979.4,5
unq TyborN,pc,671808962,8,945,p9,0.7449999999999819,4985.8,6
unq TyborN,pc,671783197,2,1360,p9,-3,4985.1,7
unq TyborN,pc,668915004,10,845,p10,3.1,4941.1,8
unq TyborN,pc,668845848,13,705,p10,3.2650000000000095,4938,9
unq TyborN,pc,668803239,3,1572,p9,0.3724799999999959,4991.1,10
20cm.Prosto,pc,672823908,4,251,p10,0.36,4982.4,1
20cm.Prosto,pc,672740654,16,805,p10,0.9449999999999819,4982,2
20cm.Prosto,pc,672705293,4,117,p10,-2,4981.1,3
20cm.Prosto,pc,672684172,1,82,p10,-3,4983.1,4
20cm.Prosto,pc,672618278,8,765,p10,0.7300000000000182,4986.1,5
20cm.Prosto,pc,672533756,11,705,p10,0.7699999999999818,4985.4,6
20cm.Prosto,pc,672492065,12,297,p10,0.3139999999999964,4984.6,7
20cm.Prosto,pc,672448933,3,402,p9,-2,4964.2,8
20cm.Prosto,pc,672345302,4,964,p9,1.4079999999999928,4966.2,9
20cm.Prosto,pc,672258572,11,905,p9,1.85,4964.8,10
Copy - 2 TAP,pc,672856350,1,680,p2,-72.61848,2286.7,1
Copy - 2 TAP,pc,672536652,10,824,p9,1.159200000000003,4846.6,2
Copy - 2 TAP,pc,672471418,7,1033,p9,1.2162491999999974,4839,3
Copy - 2 TAP,pc,672337190,7,505,p9,6.173999999999988,4829.8,4
Copy - 2 TAP,pc,672150884,10,1255,p9,1.3333167305859388,4823.6,5
Copy - 2 TAP,pc,672150886,0,255,p2,-73.62025,2249.3,6
Copy - 2 TAP,pc,671947414,1,232,p2,27.041,2322.9,7
Copy - 2 TAP,pc,671687539,3,975,p9,-4.953080446875004,4814.9,8
Copy - 2 TAP,pc,671427376,0,346,p2,69.33500000000001,2295.9,9
Copy - 2 TAP,pc,671427375,0,44,p9,-4.565,4829.4,10
RG_Sreys Twitch,pc,673720852,10,605,p2,35.959999999999994,4316.8,1
RG_Sreys Twitch,pc,673702945,0,24,p2,-19.25,4280.8,2
RG_Sreys Twitch,pc,673649888,1,295,p9,-3,4967,3
RG_Sreys Twitch,pc,673578500,1,573,p9,0.7700000000000046,4970,4
RG_Sreys Twitch,pc,673549549,4,159,p9,-2,4969.2,5
RG_Sreys Twitch,pc,673312966,0,31,p9,-3,4971.2,6
RG_Sreys Twitch,pc,673241405,4,805,p9,1.0759999999999856,4974.2,7
RG_Sreys Twitch,pc,673169162,0,274,p9,-3,4973.1,8
RG_Sreys Twitch,pc,673105013,3,536,p9,0.9959999999999856,4976.1,9
RG_Sreys Twitch,pc,673027917,2,208,p9,0.6375000000000001,4975.1,10
Jordaneiro,pc,673746869,4,765,p10,1.48,4964.5,1
Jordaneiro,pc,673672418,8,725,p10,1.9449999999999819,4963,2
Jordaneiro,pc,673643367,11,744,p10,-2,4961.1,3
Jordaneiro,pc,673561186,3,758,p10,-3,4961.6,4
Jordaneiro,pc,669678277,7,426,p2,1.3886437499999942,4816.2,5
Jordaneiro,pc,669547740,2,76,p2,-4.178249999999996,4810.1,6
Jordaneiro,pc,669490892,1,405,p2,4.7625,4814.3,7
Jordaneiro,pc,669473098,6,141,p2,1.4392499999999973,4809.5,8
Jordaneiro,pc,669411004,5,605,p2,7.995999999999987,4808.1,9
Jordaneiro,pc,669339108,8,605,p2,8.327999999999992,4800.1,10
qoowill,pc,670069037,7,357,p9,3.5954999999999973,4524.2,1
qoowill,pc,668935241,1,131,p9,-12.83150000000001,4520.6,2
qoowill,pc,661699868,27,3722,p9,16.92503262187498,4533.4,3
qoowill,pc,661459552,5,435,p9,12.116000000000003,4406.3,4
qoowill,pc,661426194,3,105,p9,4.577999999999997,4394.2,5
qoowill,pc,660211257,14,2137,p9,4.612767442178401,4389.6,6
qoowill,pc,653617659,14,2605,p9,13.930684415999986,4317.4,7
qoowill,pc,653422759,17,3045,p9,5.918631363135275,4216.8,8
qoowill,pc,650141574,31,5310,p9,6.788282983057984,4101.7,9
qoowill,pc,648065278,18,4574,p9,8.916421847032627,3820.1,10
uNp Penps.,pc,672071880,14,1211,p10,-2,4970,1
uNp Penps.,pc,671515437,2,845,p10,1.24,4970.2,2
uNp Penps.,pc,666788372,6,164,p9,0.41625,4944.9,3
uNp Penps.,pc,662963787,6,1410,p9,0.41975999999999886,4944.5,4
uNp Penps.,pc,662963786,9,581,p10,-2,4969,5
uNp Penps.,pc,662249364,7,765,p10,1.1520000000000075,4972.4,6
uNp Penps.,pc,662249365,6,315,p9,-1.283826357917751,4941.7,7
uNp Penps.,pc,662004783,4,318,p2,0.5479999999999927,4973.1,8
uNp Penps.,pc,661366188,1,79,p9,-3,4947.8,9
uNp Penps.,pc,661292943,23,605,p9,2.590000000000009,4950.8,10
TTL Kayn,pc,672860350,11,1715,p2,0.8409599999999955,4967.2,1
TTL Kayn,pc,672860349,11,1482,p10,0.823680000000004,4959.6,2
TTL Kayn,pc,670651689,7,759,p10,-2,4956,3
TTL Kayn,pc,670651690,10,1815,p2,1.518796799999982,4963.5,4
TTL Kayn,pc,665949501,14,2141,p9,-2,4967.4,5
TTL Kayn,pc,665507176,13,2527,p9,1.0559324160000279,4970.9,6
TTL Kayn,pc,664358369,7,647,p2,-2,4958.8,7
TTL Kayn,pc,664325368,3,110,p2,-2,4959.2,8
TTL Kayn,pc,664314291,0,23,p2,-3,4961.2,9
TTL Kayn,pc,664235744,4,605,p2,1.4920000000000073,4964.2,10
CentedHG,pc,673743857,16,1067,p10,-2,4956.4,1
CentedHG,pc,673375837,3,249,p10,-2,4955.1,2
CentedHG,pc,673232629,3,702,p10,-3,4957.1,3
CentedHG,pc,673047623,1,98,p10,-3,4958.4,4
